job_role,industry,automation_risk_pct,risk_level,automation_exposure_pct,task_repetition_pct,creativity_requirement_pct,physical_labor_pct,analytical_complexity_pct,social_interaction_pct,avg_salary_usd,experience_required_years,education_level,job_demand_index,job_growth_rate,skill_complexity_score,training_hours_needed,ai_dependency_current,ai_dependency_future,ai_tool_availability
Software Engineer,Retail,77.44,High,44.31,8.9,12.42,96.4,27.62,96.44,132547,5,Master,0.1509,0.1055,0.3146,217,0.875,0.5426,Claude
Electrician,Education,59.68,Medium,61.01,27.17,50.7,68.93,86.93,73.74,138541,5,Master,0.7267,-0.0111,0.5881,493,0.3326,0.9937,ChatGPT
Software Engineer,Manufacturing,45.33,Medium,43.53,76.79,1.87,39.29,14.51,82.93,144634,7,Bachelor,0.6542,0.1053,0.6002,393,0.4449,0.1997,None
Lawyer,Education,14.35,Low,68.34,85.29,39.16,70.17,49.55,10.49,158701,7,Master,0.2923,-0.0826,0.6815,219,0.1224,0.6172,AutoGPT
Lawyer,Tech,92.6,High,58.27,77.89,7.48,1.65,95.28,58.61,87745,6,Bachelor,0.8921,-0.039,0.5764,117,0.4502,0.2735,None
Civil Engineer,Marketing,74.97,High,46.74,63.11,47.51,14.62,62.5,14.27,133915,5,High School,0.5523,0.0911,0.3809,350,0.3958,0.3715,Gemini
Graphic Designer,Healthcare,27.89,Low,68.7,51.4,42.17,82.97,71.72,29.76,173588,5,High School,0.069,0.0604,0.0237,77,0.883,0.0336,Claude
Teacher,Marketing,94.75,High,59.52,70.87,44.44,64.56,43.12,62.36,159560,9,Bachelor,0.0615,-0.0233,0.9051,379,0.0354,0.6879,Copilot
Product Manager,Energy,93.52,High,25.83,39.08,4.53,36.42,1.99,72.62,166984,10,Master,0.1432,0.134,0.3269,80,0.9512,0.7657,ChatGPT
Doctor,Healthcare,65.95,Medium,66.27,84.13,36.16,50.07,64.61,3.92,167521,12,High School,0.2113,-0.0472,0.5072,107,0.5764,0.7729,ChatGPT
Sales Manager,Marketing,98.5,High,73.81,67.72,75.65,90.51,63.19,53.09,162797,12,High School,0.8874,0.1124,0.5569,491,0.5296,0.9705,Claude
Electrician,Manufacturing,18.72,Low,47.99,69.78,36.89,63.16,11.04,56.53,111406,5,PhD,0.7784,0.0739,0.3149,118,0.8862,0.8379,Copilot
Customer Support,Marketing,73.14,High,46.54,53.59,71.52,39.81,46.22,7.88,39304,7,High School,0.2017,-0.0697,0.3085,173,0.191,0.2076,None
Civil Engineer,Manufacturing,15.22,Low,64.03,88.52,36.95,12.03,91.53,50.07,155555,0,Master,0.2485,0.0388,0.2609,366,0.209,0.2306,AutoGPT
Consultant,Manufacturing,69.17,Medium,25.03,25.2,42.32,29.37,20.51,71.38,174735,4,Bachelor,0.6368,0.1325,0.2434,295,0.8744,0.768,Copilot
Graphic Designer,Healthcare,91.99,High,60.69,38.11,56.39,97.83,46.11,5.32,100320,2,High School,0.8715,0.0547,0.0304,99,0.9294,0.7769,AutoGPT
UX Designer,Construction,53.61,Medium,55.87,77.76,95.07,43.74,46.11,76.03,124488,11,Master,0.3167,0.0322,0.9579,405,0.8378,0.123,ChatGPT
Accountant,Finance,76.31,High,59.18,49.27,10.89,47.18,81.08,57.64,105591,7,High School,0.5255,-0.0084,0.5953,84,0.0413,0.0066,None
Business Analyst,Legal,14.31,Low,73.75,88.92,3.29,49.86,82.46,83.32,125044,10,Bachelor,0.8904,0.0972,0.1081,38,0.6521,0.4014,AutoGPT
UX Designer,Education,63.32,Medium,66.33,34.64,60.8,88.41,75.93,21.81,173748,5,Bachelor,0.7706,0.1283,0.592,12,0.4511,0.6947,ChatGPT
Product Manager,Finance,6.32,Low,44.62,36.93,94.91,60.39,36.55,83.33,55192,13,High School,0.8915,0.0883,0.2322,327,0.8078,0.8667,Midjourney
Doctor,Tech,3.69,Low,55.15,88.87,98.97,69.37,7.2,9.46,168518,1,High School,0.2781,0.0813,0.3107,20,0.1581,0.1653,Claude
Product Manager,Construction,63.41,Medium,40.11,46.44,48.42,38.94,34.95,40.38,149304,14,High School,0.6909,-0.0519,0.8012,82,0.9203,0.8153,None
UX Designer,Finance,57.28,Medium,40.83,51.61,46.81,2.91,67.98,19.95,165797,12,High School,0.114,0.1085,0.8858,227,0.3354,0.6845,Copilot
Business Analyst,Healthcare,32.93,Medium,65.55,33.28,64.5,93.1,70.27,87.6,118207,6,Master,0.6162,-0.0898,0.6998,127,0.3232,0.166,Gemini
Nurse,Tech,51.29,Medium,73.03,27.67,55.56,94.91,96.5,70.49,103741,6,Bachelor,0.304,0.0893,0.9326,196,0.1784,0.8733,Claude
Doctor,Retail,68.43,Medium,68.62,65.59,63.41,94.92,45.36,2.54,46365,12,Bachelor,0.7015,-0.0473,0.905,265,0.007,0.933,AutoGPT
Consultant,Construction,64.47,Medium,56.53,11.98,87.4,94.37,63.24,0.95,95792,4,Bachelor,0.1419,0.0218,0.5512,81,0.3127,0.2658,Midjourney
Software Engineer,Finance,7.36,Low,74.46,87.93,74.63,81.52,53.92,29.12,176776,7,Master,0.6656,0.0738,0.9078,222,0.1483,0.1487,Claude
Customer Support,Tech,67.81,Medium,53.81,77.92,49.69,68.46,15.06,14.33,80575,13,Master,0.7085,0.0898,0.545,81,0.7381,0.9676,ChatGPT
Doctor,Retail,65.95,Medium,49.88,19.07,46.19,84.45,46.12,63.03,149641,4,Master,0.8572,0.122,0.1043,307,0.7566,0.0229,Claude
Teacher,Marketing,66.96,Medium,61.31,69.4,63.96,60.05,54.48,66.38,162267,0,Master,0.6871,-0.0294,0.8295,399,0.8279,0.9484,None
Data Analyst,Tech,84.74,High,56.26,60.26,45.57,13.44,95.07,94.2,83517,8,Bachelor,0.5229,-0.0439,0.1312,320,0.0054,0.2162,AutoGPT
Electrician,Healthcare,57.67,Medium,31.41,18.45,45.78,39.12,36.65,95.2,64012,3,Bachelor,0.7842,0.1491,0.316,475,0.3515,0.4381,Claude
UX Designer,Marketing,93.79,High,74.15,27.32,1.63,97.13,98.01,65.89,172487,12,Bachelor,0.2844,-0.0481,0.3798,271,0.0058,0.3084,None
Customer Support,Healthcare,98.0,High,43.41,40.9,17.41,35.11,54.23,0.57,51686,1,Bachelor,0.6775,0.0664,0.8073,286,0.5077,0.1537,Claude
Sales Manager,Finance,75.18,High,60.32,69.92,48.85,86.78,24.25,35.9,62161,3,Bachelor,0.7245,0.1382,0.0835,437,0.909,0.3525,AutoGPT
Graphic Designer,Legal,35.87,Medium,30.79,63.87,82.27,9.32,19.17,51.31,32402,13,Bachelor,0.3925,0.1241,0.4449,257,0.4079,0.5392,Gemini
UX Designer,Finance,14.31,Low,33.6,53.22,27.87,33.42,14.17,49.92,93190,12,PhD,0.989,0.0108,0.4367,382,0.8737,0.0938,Midjourney
Mechanic,Marketing,82.01,High,52.41,76.84,52.26,35.1,45.29,60.33,43275,8,Master,0.3561,0.0594,0.5822,441,0.9476,0.8092,Claude
Plumber,Manufacturing,14.66,Low,27.72,75.79,34.5,5.16,2.19,96.06,44915,1,Bachelor,0.0845,0.0323,0.3539,96,0.2379,0.8004,Claude
Civil Engineer,Finance,14.62,Low,39.4,61.79,10.48,11.91,44.5,88.52,30909,3,Master,0.3035,-0.0133,0.5772,429,0.0102,0.7975,Gemini
HR Specialist,Marketing,91.9,High,65.62,78.7,95.83,19.32,98.84,10.89,144110,1,Bachelor,0.0994,-0.0639,0.9859,219,0.7396,0.6864,Copilot
Civil Engineer,Tech,55.99,Medium,61.41,33.43,85.47,83.78,67.01,26.6,95908,4,High School,0.3393,0.1008,0.0715,390,0.579,0.4553,Claude
Plumber,Energy,29.33,Low,56.81,88.12,7.85,6.34,75.98,83.31,157337,2,Bachelor,0.1279,-0.0774,0.8746,228,0.3471,0.8337,None
Teacher,Finance,96.3,High,34.42,61.49,71.98,29.87,11.9,82.43,52620,9,Bachelor,0.4395,0.0524,0.3086,438,0.3676,0.8518,AutoGPT
Electrician,Tech,70.73,High,43.52,82.24,34.76,1.02,47.31,27.54,64112,1,High School,0.778,0.0486,0.4657,140,0.081,0.2855,None
Doctor,Healthcare,53.48,Medium,50.94,54.63,99.48,69.56,28.62,73.06,32431,13,Master,0.0674,-0.0163,0.7411,452,0.8711,0.481,AutoGPT
Nurse,Construction,32.95,Medium,57.76,21.84,30.24,62.03,89.41,67.2,116590,8,Bachelor,0.5631,-0.0661,0.91,259,0.2421,0.203,Claude
Accountant,Legal,67.66,Medium,45.62,54.24,23.87,64.5,18.13,47.35,92175,4,Bachelor,0.0438,0.0999,0.0091,277,0.0971,0.2558,Copilot
HR Specialist,Healthcare,73.09,High,40.14,37.11,56.79,37.44,45.87,20.15,147472,9,High School,0.8846,0.0155,0.6622,93,0.7795,0.239,AutoGPT
Doctor,Healthcare,71.21,High,49.79,69.75,83.51,20.83,58.8,88.86,62624,4,High School,0.9214,0.0813,0.0696,28,0.4851,0.8269,None
Nurse,Marketing,19.53,Low,57.01,47.58,19.25,72.03,51.4,67.79,91264,0,Master,0.4924,-0.0959,0.5257,32,0.7629,0.2508,None
Product Manager,Manufacturing,69.72,Medium,82.58,83.61,70.94,81.11,83.02,16.9,143766,5,Bachelor,0.7692,-0.0814,0.7498,389,0.9019,0.5463,Claude
Product Manager,Education,58.14,Medium,34.94,67.81,6.14,13.86,23.15,70.48,162767,12,PhD,0.5929,-0.056,0.1695,398,0.3821,0.6282,Claude
Lawyer,Energy,85.01,High,51.63,68.45,91.89,48.68,37.74,74.14,130211,6,PhD,0.3407,-0.0715,0.7638,60,0.0545,0.7447,Claude
Business Analyst,Manufacturing,62.48,Medium,41.93,21.72,8.11,24.87,79.21,88.69,149502,0,Bachelor,0.2451,-0.0521,0.3095,412,0.2532,0.029,Midjourney
Doctor,Marketing,14.63,Low,56.01,98.42,91.42,16.81,52.81,22.28,74225,8,Bachelor,0.7586,0.0716,0.6106,277,0.0511,0.4757,AutoGPT
Mechanic,Legal,31.85,Medium,65.94,84.17,49.08,73.43,40.21,98.88,162475,7,Master,0.43,-0.0883,0.658,101,0.1492,0.2926,ChatGPT
Electrician,Energy,74.38,High,45.22,78.9,44.81,53.81,2.94,15.34,40839,11,PhD,0.9202,-0.0905,0.649,194,0.8489,0.834,Midjourney
UX Designer,Energy,74.0,High,43.33,33.02,97.33,21.62,75.34,60.07,170302,13,Bachelor,0.9757,-0.0921,0.0185,430,0.9414,0.0367,Copilot
Sales Manager,Marketing,22.27,Low,60.59,53.56,99.04,31.0,97.22,65.72,81977,13,Master,0.2104,0.0744,0.1523,299,0.6769,0.207,Midjourney
Teacher,Retail,35.46,Medium,57.47,13.71,65.02,96.67,62.03,41.9,143050,7,Master,0.5611,0.034,0.8562,259,0.7318,0.3158,None
Software Engineer,Healthcare,1.53,Low,74.79,53.85,12.71,84.87,85.65,47.5,55651,6,Bachelor,0.5369,-0.0074,0.9398,89,0.7315,0.0778,Midjourney
Graphic Designer,Construction,33.17,Medium,51.42,14.59,50.62,87.99,51.69,89.09,127919,4,Bachelor,0.8681,0.0689,0.5637,328,0.1234,0.3954,Gemini
Lawyer,Retail,2.63,Low,41.49,55.3,52.92,46.0,23.17,64.53,69963,2,Master,0.691,0.0384,0.597,382,0.0471,0.7438,Copilot
Customer Support,Marketing,87.29,High,42.9,64.87,51.44,62.38,1.44,49.7,147776,14,Bachelor,0.6074,-0.0982,0.755,141,0.6984,0.2123,Copilot
Marketing Specialist,Retail,66.66,Medium,47.35,39.02,56.95,37.68,65.34,12.83,109198,11,High School,0.679,0.1096,0.4061,447,0.0374,0.7545,Copilot
Customer Support,Construction,96.91,High,35.65,49.85,1.87,7.77,49.31,0.73,174811,13,Bachelor,0.3895,-0.0125,0.328,376,0.8118,0.529,Midjourney
Mechanic,Marketing,89.19,High,68.63,87.57,71.12,40.11,78.21,12.5,160697,8,High School,0.9603,-0.0001,0.7682,243,0.5911,0.3447,Copilot
Plumber,Marketing,60.35,Medium,46.57,10.86,71.24,59.4,69.47,95.62,93294,13,High School,0.0576,0.0956,0.0283,319,0.1135,0.3688,AutoGPT
Doctor,Energy,50.29,Medium,68.89,79.17,11.55,28.71,98.8,76.41,31789,6,Master,0.0291,-0.0532,0.8853,15,0.6593,0.1163,Gemini
Sales Manager,Retail,88.37,High,50.97,17.08,57.02,84.8,51.03,96.71,119297,10,High School,0.4156,-0.0975,0.4409,400,0.6063,0.2498,Claude
Data Analyst,Tech,29.84,Low,20.5,3.67,56.84,15.11,42.72,3.57,148341,9,High School,0.1546,0.1272,0.5042,299,0.3763,0.7312,Midjourney
Data Analyst,Finance,22.35,Low,27.98,18.56,68.25,36.71,28.67,68.02,74135,9,Bachelor,0.5448,0.0264,0.6343,77,0.8177,0.8627,Claude
Doctor,Marketing,41.0,Medium,45.56,76.5,8.54,12.49,47.69,4.43,67067,7,Bachelor,0.009,-0.0126,0.2744,408,0.3046,0.2656,Claude
HR Specialist,Retail,5.32,Low,56.09,40.51,62.65,40.48,87.29,78.21,47357,13,Bachelor,0.4597,0.1048,0.5974,22,0.3779,0.5887,Midjourney
Lawyer,Education,30.2,Medium,31.82,87.25,28.08,3.97,4.24,38.1,68262,5,High School,0.2949,-0.0934,0.693,210,0.6966,0.0347,AutoGPT
Plumber,Legal,8.37,Low,59.17,52.47,50.7,27.25,97.79,9.58,88643,11,High School,0.2024,-0.0494,0.1179,302,0.752,0.0774,Midjourney
HR Specialist,Education,5.27,Low,47.21,2.23,77.33,40.07,99.33,56.8,121270,13,High School,0.4446,-0.0612,0.5205,474,0.2736,0.9644,Copilot
Accountant,Retail,55.13,Medium,59.76,71.67,70.56,47.82,59.78,28.01,168761,10,Bachelor,0.8545,0.0845,0.3294,431,0.0168,0.8965,Gemini
Sales Manager,Healthcare,70.82,High,32.85,11.02,11.89,54.37,33.15,65.96,99103,13,Bachelor,0.6554,-0.022,0.5574,215,0.1763,0.0813,Midjourney
Business Analyst,Healthcare,53.67,Medium,42.91,78.94,59.12,27.5,22.3,65.82,116268,4,Master,0.1599,0.0932,0.0213,238,0.2632,0.8223,Claude
Civil Engineer,Retail,7.06,Low,32.25,16.81,96.91,52.3,27.65,70.5,116310,14,Bachelor,0.4989,-0.0896,0.7427,424,0.905,0.1025,Midjourney
Nurse,Energy,39.5,Medium,30.15,34.54,15.68,50.9,5.01,99.25,67412,7,High School,0.9317,0.052,0.1684,459,0.8936,0.8285,Gemini
Teacher,Energy,11.1,Low,51.75,76.13,85.29,31.62,47.51,38.67,77734,2,Master,0.4392,-0.0204,0.6894,375,0.6607,0.9135,ChatGPT
Plumber,Marketing,65.01,Medium,61.39,95.42,70.25,83.02,5.73,46.53,117793,11,Bachelor,0.4705,-0.0533,0.7688,476,0.7093,0.1531,AutoGPT
Business Analyst,Construction,82.64,High,54.52,37.14,77.4,54.56,71.85,80.46,52228,12,Bachelor,0.9414,0.1042,0.7526,220,0.6213,0.1472,Claude
Lawyer,Finance,11.67,Low,51.12,82.94,28.2,33.23,37.19,57.84,150627,12,Bachelor,0.1358,0.0031,0.8175,325,0.7792,0.9266,ChatGPT
Data Analyst,Marketing,6.69,Low,44.58,19.08,28.79,94.73,19.94,3.73,107924,6,Bachelor,0.735,0.0429,0.3077,278,0.3512,0.3014,ChatGPT
Marketing Specialist,Education,40.6,Medium,73.24,80.72,90.6,84.51,54.49,84.31,41319,1,Master,0.2992,-0.0917,0.9671,414,0.5467,0.4727,None
Marketing Specialist,Finance,30.35,Medium,87.13,65.75,35.98,98.26,97.38,5.15,36475,2,Master,0.8659,0.0979,0.0238,104,0.6707,0.3044,Gemini
Software Engineer,Education,26.07,Low,52.67,19.27,6.3,69.22,69.51,17.08,175800,14,Bachelor,0.0544,-0.0283,0.4812,181,0.4684,0.7493,AutoGPT
Accountant,Energy,21.14,Low,39.08,30.25,60.06,37.82,49.17,10.21,59545,12,Bachelor,0.9904,0.0734,0.2703,293,0.7727,0.2111,Midjourney
Sales Manager,Retail,31.69,Medium,39.65,13.18,12.48,28.09,77.69,7.79,126636,11,Bachelor,0.7686,0.0901,0.7399,450,0.9326,0.4941,ChatGPT
HR Specialist,Construction,96.54,High,59.46,38.3,79.66,66.33,73.75,2.57,60615,14,Master,0.2843,-0.0707,0.8052,138,0.6638,0.8505,None
Customer Support,Education,85.77,High,69.21,20.36,64.17,98.08,89.17,5.5,43746,1,Master,0.7609,-0.026,0.8224,492,0.0747,0.9426,Copilot
Data Analyst,Energy,60.14,Medium,49.18,64.4,87.47,62.67,20.47,44.24,31245,4,High School,0.923,0.0809,0.2969,403,0.6102,0.3527,Midjourney
Accountant,Construction,80.05,High,91.17,99.45,78.48,88.16,85.89,25.29,147408,6,High School,0.1129,-0.042,0.2741,17,0.6963,0.114,AutoGPT
UX Designer,Marketing,1.47,Low,21.4,1.2,11.21,32.91,30.1,12.65,142143,10,Bachelor,0.9136,0.112,0.6769,470,0.2833,0.8097,Claude
Software Engineer,Retail,11.15,Low,62.96,54.09,38.11,40.7,94.1,65.87,57632,9,High School,0.3602,-0.022,0.9282,456,0.3218,0.1108,Midjourney
HR Specialist,Legal,29.25,Low,58.7,57.37,77.46,90.63,28.11,22.61,42856,10,Bachelor,0.0065,0.0006,0.2542,476,0.5954,0.7793,Gemini
Customer Support,Healthcare,64.39,Medium,86.6,91.42,41.73,75.69,92.68,1.89,98049,10,High School,0.1124,-0.0751,0.9106,332,0.7071,0.689,None
Nurse,Manufacturing,88.34,High,81.71,50.6,97.24,98.14,96.38,41.84,88182,10,Bachelor,0.8848,-0.0631,0.5915,385,0.8714,0.5776,Gemini
UX Designer,Construction,23.11,Low,48.8,54.37,73.57,77.48,14.55,31.04,163873,14,Master,0.9827,-0.0311,0.7379,259,0.7625,0.9395,Claude
Sales Manager,Legal,13.92,Low,63.16,47.17,1.55,44.85,97.45,31.86,85654,9,PhD,0.8954,-0.0878,0.4399,76,0.134,0.3224,Claude
Mechanic,Legal,84.79,High,29.52,26.89,88.0,53.11,8.57,44.53,85381,14,Bachelor,0.4415,-0.0517,0.8069,420,0.3481,0.0933,Claude
Sales Manager,Construction,40.91,Medium,39.17,5.6,10.08,90.05,21.86,66.89,88601,14,Bachelor,0.9614,0.0022,0.9705,283,0.1488,0.9816,None
Civil Engineer,Legal,69.95,Medium,46.82,40.87,14.05,55.16,44.42,61.65,176154,14,Master,0.4069,-0.005,0.1706,44,0.7569,0.4411,None
Teacher,Education,54.8,Medium,43.39,5.26,73.45,25.54,99.36,93.73,175720,12,High School,0.1137,-0.0503,0.3856,390,0.2664,0.4334,Gemini
Plumber,Legal,17.59,Low,49.16,55.05,86.5,43.56,48.86,51.77,30364,13,Bachelor,0.3409,-0.0799,0.8625,309,0.1235,0.0895,AutoGPT
Software Engineer,Energy,70.06,High,45.8,30.73,53.63,51.63,55.04,47.26,37436,0,Bachelor,0.9984,-0.0205,0.1767,107,0.0962,0.7436,None
Product Manager,Finance,42.08,Medium,44.16,53.36,28.9,9.67,69.44,21.34,116713,12,High School,0.6259,0.0863,0.413,487,0.1145,0.7201,AutoGPT
Teacher,Education,28.77,Low,61.55,13.43,35.13,74.38,96.83,75.54,90194,9,Bachelor,0.34,0.0275,0.1661,401,0.2471,0.1453,None
Teacher,Legal,90.27,High,60.84,93.26,34.29,10.94,78.34,14.08,54544,8,High School,0.6242,0.1367,0.6484,136,0.7824,0.2338,Midjourney
Nurse,Marketing,0.6,Low,50.79,89.45,32.67,40.49,22.42,49.11,93295,0,Bachelor,0.4291,-0.065,0.2383,94,0.2377,0.0164,ChatGPT
Software Engineer,Healthcare,40.49,Medium,43.25,19.0,24.29,80.46,30.3,42.13,173710,0,Bachelor,0.0495,-0.0482,0.3808,439,0.2814,0.8897,ChatGPT
Customer Support,Retail,30.05,Medium,30.29,34.34,60.89,46.76,9.76,65.83,99409,13,Bachelor,0.2011,-0.0299,0.4911,220,0.8807,0.2445,Copilot
Teacher,Legal,5.45,Low,70.0,61.35,90.04,84.2,64.45,91.76,156839,14,High School,0.0192,-0.0967,0.2971,52,0.4423,0.927,Gemini
Lawyer,Tech,8.04,Low,20.61,9.57,30.71,34.19,18.07,94.66,143759,11,Master,0.2548,0.1358,0.6799,249,0.5088,0.5712,Claude
Data Analyst,Healthcare,17.23,Low,52.32,35.46,18.67,95.76,25.74,16.78,47157,9,Bachelor,0.7396,0.0113,0.1112,311,0.0027,0.4254,AutoGPT
Customer Support,Marketing,50.5,Medium,44.96,25.11,83.86,20.95,88.81,26.18,95888,7,Bachelor,0.1933,0.0204,0.8798,49,0.0821,0.0078,None
UX Designer,Energy,28.26,Low,42.68,91.55,74.18,3.83,32.68,81.16,94947,5,Bachelor,0.5281,-0.0605,0.4813,231,0.7406,0.0923,Midjourney
Software Engineer,Legal,83.79,High,76.39,85.25,93.08,87.24,56.66,51.83,100880,5,Bachelor,0.7016,0.1182,0.5728,321,0.3335,0.1587,AutoGPT
Nurse,Energy,24.0,Low,57.65,57.98,16.55,75.22,39.76,45.3,34507,11,High School,0.5487,0.0732,0.6221,164,0.1495,0.1057,Gemini
Civil Engineer,Legal,72.02,High,27.55,52.03,14.43,23.2,7.4,71.06,133134,8,Master,0.0154,0.0078,0.0597,157,0.4288,0.2562,Copilot
Product Manager,Manufacturing,21.04,Low,75.94,93.07,54.14,98.47,36.29,60.19,73988,14,High School,0.3633,0.1195,0.757,215,0.0451,0.1546,AutoGPT
Mechanic,Finance,4.26,Low,61.43,93.24,61.44,50.23,40.81,97.07,128421,3,High School,0.4416,0.1264,0.9459,322,0.7094,0.6638,ChatGPT
Plumber,Energy,26.46,Low,93.87,96.93,48.02,95.11,89.57,58.4,177937,7,Master,0.3428,-0.0876,0.5199,21,0.0802,0.297,Midjourney
Lawyer,Finance,83.76,High,31.83,12.54,59.9,50.5,32.45,46.6,132591,3,High School,0.5463,-0.0702,0.3909,250,0.0549,0.7183,ChatGPT
Consultant,Healthcare,8.23,Low,33.72,16.06,18.04,47.19,37.92,54.28,159614,13,Bachelor,0.5132,-0.0931,0.7848,32,0.4197,0.1355,Midjourney
HR Specialist,Manufacturing,34.45,Medium,63.63,67.67,47.96,44.91,78.29,80.85,57213,1,Bachelor,0.1875,0.0454,0.7204,21,0.5871,0.2091,Claude
Teacher,Retail,0.8,Low,54.51,54.14,65.81,33.49,75.9,61.27,87450,10,Bachelor,0.752,-0.0455,0.651,126,0.7639,0.7874,Midjourney
Plumber,Education,63.02,Medium,45.02,1.85,43.27,53.37,79.83,64.7,165549,14,Master,0.1612,0.1112,0.9654,117,0.071,0.6341,None
Product Manager,Finance,94.28,High,48.94,6.2,67.94,45.26,95.38,97.14,92222,7,Bachelor,0.459,0.0165,0.5818,181,0.3348,0.0964,Claude
Customer Support,Manufacturing,38.44,Medium,57.35,88.81,45.12,3.67,79.56,61.84,167605,11,Bachelor,0.7563,0.1094,0.2484,48,0.2686,0.9594,Gemini
Data Analyst,Finance,57.69,Medium,51.23,86.89,33.36,26.04,40.76,38.03,42755,6,Master,0.6973,0.0389,0.0248,51,0.7438,0.7625,ChatGPT
UX Designer,Construction,45.23,Medium,46.4,35.73,30.36,21.31,82.15,69.13,161937,3,Bachelor,0.4322,0.099,0.4535,231,0.3694,0.5526,Midjourney
Lawyer,Marketing,97.33,High,75.57,89.11,41.09,86.74,50.87,65.95,172245,8,Bachelor,0.7889,-0.007,0.6523,57,0.6279,0.3429,Midjourney
Software Engineer,Retail,73.6,High,49.01,59.37,2.31,59.89,27.77,1.38,63371,14,Bachelor,0.7138,0.1363,0.1721,356,0.4894,0.0939,Copilot
Software Engineer,Marketing,4.42,Low,62.42,80.59,66.85,76.37,30.29,46.73,172326,8,Bachelor,0.3845,0.0668,0.0258,353,0.5697,0.3582,ChatGPT
Customer Support,Legal,10.87,Low,53.6,42.74,84.51,95.68,22.38,74.29,165090,7,PhD,0.8955,0.0489,0.9091,332,0.3656,0.323,Gemini
Doctor,Finance,47.05,Medium,30.08,11.34,35.46,64.4,14.5,49.9,35192,13,Master,0.142,-0.0119,0.3019,487,0.2393,0.0784,Claude
Product Manager,Legal,63.17,Medium,53.36,43.37,4.6,98.26,18.45,77.96,32015,0,High School,0.3585,0.1343,0.466,44,0.0597,0.7838,Gemini
Graphic Designer,Tech,29.04,Low,27.74,45.73,98.68,31.18,6.32,45.09,138154,6,High School,0.6978,-0.0156,0.0911,265,0.1735,0.4153,Copilot
Sales Manager,Finance,67.46,Medium,54.19,55.09,26.37,18.63,88.85,98.33,58343,4,High School,0.873,0.109,0.3816,362,0.1726,0.8895,Gemini
Nurse,Manufacturing,57.65,Medium,48.0,10.56,12.66,40.33,93.1,29.29,99306,6,High School,0.3226,0.0011,0.4238,302,0.9348,0.158,Claude
UX Designer,Retail,43.51,Medium,68.3,99.14,36.98,47.08,58.68,9.21,35829,11,High School,0.5612,0.0918,0.9027,433,0.9374,0.3176,ChatGPT
Data Analyst,Legal,58.23,Medium,66.0,24.41,73.86,89.54,84.05,43.0,64381,8,Bachelor,0.0118,0.128,0.8655,281,0.2558,0.279,AutoGPT
Doctor,Finance,91.65,High,31.4,19.86,29.39,55.99,18.36,54.17,141451,1,Master,0.3708,0.0164,0.189,441,0.1056,0.8652,Copilot
Customer Support,Tech,24.32,Low,57.36,52.68,57.47,29.22,90.17,34.91,48263,12,Master,0.3309,0.0315,0.5561,27,0.2817,0.5077,None
Accountant,Marketing,79.12,High,59.54,53.72,41.56,74.26,50.64,24.23,88418,13,High School,0.8425,-0.0174,0.7312,411,0.7964,0.1418,Midjourney
Product Manager,Manufacturing,1.2,Low,33.76,43.98,11.78,50.58,6.72,67.21,30148,10,Bachelor,0.074,-0.0863,0.2919,407,0.8708,0.3574,Midjourney
Sales Manager,Construction,8.48,Low,35.84,77.19,33.03,16.21,14.13,37.71,162826,3,Bachelor,0.0621,0.0631,0.3944,233,0.5011,0.9432,ChatGPT
Product Manager,Finance,94.97,High,46.75,51.67,72.49,57.68,30.9,63.14,56745,3,Master,0.4427,-0.0701,0.9849,136,0.5401,0.5515,AutoGPT
Customer Support,Construction,69.77,Medium,52.15,60.97,61.2,91.14,4.36,77.91,102914,1,Master,0.4074,-0.0115,0.7597,341,0.4587,0.0367,Gemini
Business Analyst,Healthcare,63.33,Medium,62.52,72.37,11.98,84.26,30.93,76.1,90653,2,Master,0.1616,-0.0126,0.4372,307,0.1828,0.0578,None
UX Designer,Retail,33.41,Medium,22.39,2.5,16.33,58.68,5.99,37.53,108315,10,Bachelor,0.2633,-0.0622,0.5341,11,0.0498,0.2357,None
Business Analyst,Finance,18.43,Low,39.46,57.06,64.07,37.71,23.6,56.79,61075,13,Bachelor,0.9742,0.0667,0.6258,62,0.6214,0.6213,Midjourney
Accountant,Energy,37.99,Medium,41.23,88.42,81.34,8.7,26.57,44.97,39795,13,High School,0.5132,-0.0564,0.4988,227,0.7987,0.2453,Copilot
Teacher,Tech,59.84,Medium,49.38,1.74,34.95,46.96,99.44,87.08,94555,12,Bachelor,0.0879,0.0946,0.4116,480,0.7493,0.8501,AutoGPT
Consultant,Legal,63.44,Medium,46.43,40.52,59.53,75.21,23.55,87.88,133107,7,High School,0.0497,-0.0377,0.3593,69,0.9003,0.6294,Claude
Graphic Designer,Energy,16.96,Low,50.86,92.62,17.06,36.03,23.92,34.37,81529,11,Bachelor,0.0419,-0.0282,0.169,44,0.8136,0.3007,None
Nurse,Healthcare,44.55,Medium,42.51,35.32,31.14,23.54,68.68,9.17,172744,8,Bachelor,0.389,-0.0141,0.9736,457,0.2876,0.3939,Gemini
Customer Support,Retail,56.68,Medium,74.98,45.87,2.03,93.14,85.94,16.76,41009,5,Bachelor,0.8656,-0.0618,0.0914,170,0.1168,0.3753,AutoGPT
Marketing Specialist,Marketing,96.0,High,73.01,98.15,76.83,82.16,38.71,36.7,59381,9,High School,0.8329,0.0086,0.601,306,0.4307,0.3142,None
